id_do_not_translate,original_text,translation
....summary,,
....assessment,,
# survey planet mission....subject,,
# survey planet mission....summary,,
# survey planet mission....assessment,,
survey_planet.posting.posting..subject,Run a full survey on $planetName in $systemName within $daysLeft for $rewardCredits payment.,
survey_planet.posting.posting..summary,Mission will be considered completed and payment posted immediately upon survey completion.,
survey_planet.posting.posting..assessment,$surveyInfo,
survey_planet.accept.secure_comm..subject,Accepted: run a full survey on $planetName in $systemName,
survey_planet.accept.secure_comm..summary,"$rewardCredits reward, must be completed within $daysLeft.

Mission will be considered completed and payment posted immediately upon survey completion.",
survey_planet.accept.secure_comm..assessment,$surveyInfo,
survey_planet.failure.player_intel_always..subject,Failed: run a full survey on $planetName in $systemName,
survey_planet.failure.player_intel_always..summary,Mission failed - deadline not met.,
survey_planet.failure.player_intel_always..assessment,,
survey_planet.success.player_intel_always..subject,Completed: run a full survey on $planetName in $systemName,
survey_planet.success.player_intel_always..summary,Mission completed successfully.,
survey_planet.success.player_intel_always..assessment,$rewardCredits gained.,
....subject,,
....summary,,
....assessment,,
# tutorial mission....subject,,
# tutorial mission....summary,,
# tutorial mission....assessment,,
tutorial_mission.start.secure_comm..subject,Secure communication from Ancyra,
tutorial_mission.start.secure_comm..summary,"You receive a tight-beam communication from the system's main inhabited world, Ancyra.

The message is brief and asks you to travel there and contact $mainContactPost $mainContactName as soon as possible.",
tutorial_mission.start.secure_comm..assessment,,
tutorial_mission.sneak_start.player_intel_always..subject,Acquire jump-point data at Derinkuyu,
tutorial_mission.sneak_start.player_intel_always..summary,"Contact $dataContactName at Derinkuyu Mining Station to acquire the raw jump-point readings.

Contact must be made with the transponder off as the miners of Derinkuyu have turned pirate and your fleet will be attacked otherwise.",
tutorial_mission.sneak_start.player_intel_always..assessment,"Use ""Go Dark"" to avoid detection, and ""Emergency Burn"" to get away if you are seen.",
tutorial_mission.sneak_end.player_intel_always..subject,Return to Ancyra with the data,
tutorial_mission.sneak_end.player_intel_always..summary,Return to Ancyra and contact $mainContactPost $mainContactLastName to deliver the jump-point data.,
tutorial_mission.sneak_end.player_intel_always..assessment,,
tutorial_mission.salvage_core_start.player_intel_always..subject,Salvage an AI core from a derelict,
tutorial_mission.salvage_core_start.player_intel_always..summary,"Analyzing the jump-point data requires an AI Core.

There's a Domain-era survey probe outside the orbit of Pontus. If salvaged, it's likely to yield a gamma AI core, which should be sufficient for the task.",
tutorial_mission.salvage_core_start.player_intel_always..assessment,"Go to Pontus, head out towards the asteroid belt, and then use an Active Sensor Burst to locate the probe. 

Approach and salvage it, or pound it into scrap and scavenge through the resulting debris field.

It's likely that you will have to overcome some automated defenses first.",
tutorial_mission.salvage_core_end.player_intel_always..subject,Return to Ancyra with the AI core,
tutorial_mission.salvage_core_end.player_intel_always..summary,Return to Ancyra and contact $mainContactPost $mainContactLastName to deliver the AI core.,
tutorial_mission.salvage_core_end.player_intel_always..assessment,,
tutorial_mission.ship_recovery_start.player_intel_always..subject,Recover derelict ships around Tetra,
tutorial_mission.ship_recovery_start.player_intel_always..summary,"Go to the ship graveyard around Tetra and recover as many ships as possible.

Bring extra crew to man the recovered ships, and extra supplies to help restore their combat readiness.",
tutorial_mission.ship_recovery_start.player_intel_always..assessment,,
tutorial_mission.ship_recovery_end.player_intel_always..subject,Return to Ancyra and outfit the recovered ships,
tutorial_mission.ship_recovery_end.player_intel_always..summary,Return to $mainContactPost $mainContactLastName at Ancyra for help with outfitting the recovered ships with weapons.,
tutorial_mission.ship_recovery_end.player_intel_always..assessment,,
tutorial_mission.stabilize_jump_point.player_intel_always..subject,Stabilize the inner-system jump-point,
tutorial_mission.stabilize_jump_point.player_intel_always..summary,"Use the hyperwave sequence produced by the AI core to stabilize the inner-system jump-point.

You will have to defeat the pirates guarding it first.",
tutorial_mission.stabilize_jump_point.player_intel_always..assessment,,
tutorial_mission.stabilize_jump_point_done.player_intel_always..subject,Return to Ancyra and report your success,
tutorial_mission.stabilize_jump_point_done.player_intel_always..summary,"Galatia's connection with hyperspace has been restored, and trade fleets are once again able to enter and leave the system.

The Derinkuyu leadership will surely soon be toppled by rank-and-file miners eager to get on the right side of the law once again.",
tutorial_mission.stabilize_jump_point_done.player_intel_always..assessment,,
tutorial_mission.deliver_message.player_intel_always..subject,Deliver report to Jangala in the Corvus system,
tutorial_mission.deliver_message.player_intel_always..summary,"$MainContactRank $mainContactLastName has tasked you with delivering a report detailing the recent events to the $jangalaContactPost $jangalaContactLastName at Jangala.

Make sure you have enough fuel to make the trip successfully.",
tutorial_mission.deliver_message.player_intel_always..assessment,,
tutorial_mission.end.player_intel_always..subject,Report delivered,
tutorial_mission.end.player_intel_always..summary,You have delivered the report and your standing with the Hegemony has increased substantially.,
tutorial_mission.end.player_intel_always..assessment,,
....subject,,
....summary,,
....assessment,,
# faction commission....subject,,
# faction commission....summary,,
# faction commission....assessment,,
faction_commission.posting.posting..subject,"Required for most military market purchases, and pays a small bounty on enemies of the faction, which will become hostile to the holder of the commission.",
faction_commission.posting.posting..summary,"Bounty starts at $baseBounty credits for an enemy frigate and goes up for larger ships.

Will be annulled if the commission holder's reputation with $theFaction drops below neutral.",
faction_commission.posting.posting..assessment,,
faction_commission.accept.secure_comm..subject,$Faction commission accepted,
faction_commission.accept.secure_comm..summary,"Required for most military market purchases, and pays a small bounty on enemies of the faction, which will become hostile to the holder of the commission.",
faction_commission.accept.secure_comm..assessment,"Bounty starts at $baseBounty credits for an enemy frigate and goes up for larger ships.

Will be annulled if the commission holder's reputation with $theFaction drops below neutral.
",
faction_commission.become_hostile.secure_comm..subject,$otherFaction is now hostile,
faction_commission.become_hostile.secure_comm..summary,"Due to your accepting a commission with $theFaction, $theOtherFactionLong is now hostile towards you.",
faction_commission.become_hostile.secure_comm..assessment,,
faction_commission.bounty_payment.secure_comm..subject,Payment from $theFaction: $bountyCredits credits,
faction_commission.bounty_payment.secure_comm..summary,"The message has an encrypted attachment that contains a payment of $bountyCredits credits for fighting enemies of $theFaction.

It references flight log data from your recent battle against $enemyDesc.",
faction_commission.bounty_payment.secure_comm..assessment,$bountyCredits credits gained.,
faction_commission.annul.secure_comm..subject,Commision with $theFaction annulled,
faction_commission.annul.secure_comm..summary,The message is an official communique from $theFaction which annuls your commission due to a lack of good standing.,
faction_commission.annul.secure_comm..assessment,May accept another commission when standing improves.,
faction_commission.rep_drop_hostile.secure_comm..subject,$Faction notice re: hostilies with $theOtherFaction,
faction_commission.rep_drop_hostile.secure_comm..summary,"The message is an offical communique from $theFaction, questioning your alleged hostilities with $theOtherFaction, and reminding you, in strong terms, that $theOtherFaction $otherFactionIsOrAre not an enemy of $theFaction.",
faction_commission.rep_drop_hostile.secure_comm..assessment,Your actions may cause open hostilities between $theFaction and $theOtherFaction.,
....subject,,
....summary,,
....assessment,,
# faction hostility....subject,,
# faction hostility....summary,,
# faction hostility....assessment,,
faction_hostility.warning.secure_comm..subject,Impending hostilities between $theOneFaction and $theTwoFaction,
faction_hostility.warning.secure_comm..summary,You receive a warning from $theCommissionFaction that the general state of cold war with $theOtherFaction is all but certain to give way to open hostilities in a matter of weeks at the most.,
faction_hostility.warning.secure_comm..assessment,"$TheOtherFaction will become hostile to you, as you hold a $commissionFaction commission.

Your standing with $theOtherFaction will be mostly restored after hostilities conclude.",
faction_hostility.start.news..subject,Open hostilities between $theOneFaction and $theTwoFaction,
faction_hostility.start.news..summary,"The general state of cold war between $theOneFaction and $theTwoFaction has given way to open hostilities.

However, major fleet actions or attacks on population centers are not expected, and most experts predict that some sort of peace agreement will be made within a cycle.",
faction_hostility.start.news..assessment,,
faction_hostility.end.news..subject,Armistice between $theOneFaction and $theTwoFaction,
faction_hostility.end.news..summary,"An accord has been reached through back channels, open hostilities between $theOneFaction and $theTwoFaction have ceased, and normal trade has resumed.",
faction_hostility.end.news..assessment,Open hostilities are over.,
....subject,,
....summary,,
....assessment,,
# civil disorder....subject,,
# civil disorder....summary,,
# civil disorder....assessment,,
civil_disorder.possible1.player_intel..subject,Possible civil disorder $onOrAt $market,
civil_disorder.possible1.player_intel..summary,There are indicators that civil disorder is likely to occur $onOrAt $market within a few weeks.,
civil_disorder.possible1.player_intel..assessment,Decreased production $onOrAt $market.,
civil_disorder.possible2.news..subject,Possible civil disorder $onOrAt $market,
civil_disorder.possible2.news..summary,A prominent intellectual $onOrAt $market released a statement critical of $rulingfaction and was arrested shortly thereafter. $rulingfaction officials have made no comment.,
civil_disorder.possible2.news..assessment,Increased signs of civil disorder $onOrAt $market.,
civil_disorder.possible3.news..subject,Possible civil disorder $onOrAt $market,
civil_disorder.possible3.news..summary,"A protest was held outside local $rulingFaction administration headquarters $onOrAt $market. The crowd was dispersed by authorities, resulting in several deaths.",
civil_disorder.possible3.news..assessment,Increased signs of civil disorder $onOrAt $market.,
"civil_disorder.possible3.tritachyon_public,
hegemony_public.HOSTILE.subject",Possible civil disorder $onOrAt $market,
"civil_disorder.possible3.tritachyon_public,
hegemony_public.HOSTILE.summary",$faction has released a statement condemning the unnecessarily harsh $rulingFaction crackdown on protests $onOrAt $market.,
"civil_disorder.possible3.tritachyon_public,
hegemony_public.HOSTILE.assessment",Increased signs of civil disorder $onOrAt $market.,
"civil_disorder.possible3.tritachyon_public,
hegemony_public.FRIENDLY.subject",Possible civil disorder $onOrAt $market,
"civil_disorder.possible3.tritachyon_public,
hegemony_public.FRIENDLY.summary","$faction has released a statement condemning the protests taking place $onOrAt $market, urging their leaders to turn themselves in to $rulingFaction officials.",
"civil_disorder.possible3.tritachyon_public,
hegemony_public.FRIENDLY.assessment",Increased signs of civil disorder $onOrAt $market.,
civil_disorder.possible4.news..subject,Possible civil disorder $onOrAt $market,
civil_disorder.possible4.news..summary,Local $rulingfaction authorities $onOrAt $market have announced that several prominent anti-government agitators have been arrested.,
civil_disorder.possible4.news..assessment,Increased signs of civil disorder $onOrAt $market.,
civil_disorder.likely.player_intel..subject,Likely civil disorder $onOrAt $market,
civil_disorder.likely.player_intel..summary,There are indicators that civil disorder is all but certain to occur $onOrAt $market within a few weeks.,
civil_disorder.likely.player_intel..assessment,Decreased production $onOrAt $market.,
civil_disorder.start1.news..subject,Civil disorder $onOrAt $market,
civil_disorder.start1.news..summary,A general strike has broken out $onOrAt $market. $rulingfaction officials have released a statement condemning the actions of a few anti-government ringleaders. ,
civil_disorder.start1.news..assessment,Decreased production $onOrAt $market.,
civil_disorder.start2.news..subject,Civil disorder $onOrAt $market,
civil_disorder.start2.news..summary,A series of bombings targeting $rulingparty facilities $onOrAt $market has taken place. An official statement was made promising that the perpetrators would be brought to justice.,
civil_disorder.start2.news..assessment,Decreased production $onOrAt $market.,
civil_disorder.start3.news..subject,Civil disorder $onOrAt $market,
civil_disorder.start3.news..summary,Acts of sabotage have brought major production centers $onOrAt $market to a standstill.,
civil_disorder.start3.news..assessment,Decreased production $onOrAt $market.,
civil_disorder.ending1.news..subject,,
civil_disorder.ending1.news..summary,Martial law has been declared $onOrAt $market to suppress civil disorder.,
civil_disorder.ending1.news..assessment,Production will likely soon return to normal levels.,
civil_disorder.ending2.news..subject,,
civil_disorder.ending2.news..summary,$rulingfaction officials $onOrAt $market have announced raids on several opposition safehouses. The resulting shootout led to scores of casualties.,
civil_disorder.ending2.news..assessment,Production will likely soon return to normal levels.,
civil_disorder.ending3.news..subject,,
civil_disorder.ending3.news..summary,Marines have been deployed to major population centers $onOrAt $market to quell the civil disorder.,
civil_disorder.ending3.news..assessment,Production will likely soon return to normal levels.,
civil_disorder.ending4.news..subject,,
civil_disorder.ending4.news..summary,Talks have opened between $rulingFaction and opposition leaders $onOrAt $market.,
civil_disorder.ending4.news..assessment,Production will likely soon return to normal levels.,
civil_disorder.end1.news..subject,,
civil_disorder.end1.news..summary,Martial law has been lifted as peace returns to $market.,
civil_disorder.end1.news..assessment,Production is back to normal levels.,
civil_disorder.end2.news..subject,,
civil_disorder.end2.news..summary,Marines have been withdrawn from major population centers as peace returns to $market.,
civil_disorder.end2.news..assessment,Production is back to normal levels.,
....subject,,
....summary,,
....assessment,,
....subject,,
....summary,,
....assessment,,
sindria_terrorists.likely.sindrian_diktat_internal..subject,Possible terrorist attacks on Sindria,
sindria_terrorists.likely.sindrian_diktat_internal..summary,Intelligence indicates that terrorists have obtained a cache of illegal weapons and intend to use them against government targets.,
sindria_terrorists.likely.sindrian_diktat_internal..assessment,Likely decreased production on Sindria.,
sindria_terrorists.start1.news..subject,Terrorist attacks on Sindria,
sindria_terrorists.start1.news..summary,A public monument commemorating the Lion's military victories was destroyed in a midnight bombing that was swiftly condemned by Diktat officials. A temporary curfew has been imposed in the major hive-cities and security patrols increased.,
sindria_terrorists.start1.news..assessment,Decreased production on Sindria.,
sindria_terrorists.start2.news..subject,Terrorist attacks on Sindria,
sindria_terrorists.start2.news..summary,Several bombs were found and defused in key Sindrian industrial centers. Facilities all over the planet have been shut down and searched for bombs. A Diktat official announced the assembly of a special taskforce to find the perpetrators.,
sindria_terrorists.start2.news..assessment,Decreased production on Sindria.,
sindria_terrorists.start3.news..subject,Terrorist attacks on Sindria,
sindria_terrorists.start3.news..summary,A series of bombings targeting Diktat administration offices has taken place on Sindria. A statement released by Diktat officials promised that the terrorists would be brought swift justice.,
sindria_terrorists.start3.news..assessment,Decreased production on Sindria.,
sindria_terrorists.continued1.news..subject,Terrorist attacks on Sindria,
sindria_terrorists.continued1.news..summary,Several explosions rocked the upper levels of major hive cities; terrorist leaders have released a holovid statement saying that the bombings will continue until certain political prisoners held on Cruor are released by Diktat authorities. ,
sindria_terrorists.continued1.news..assessment,Decreased production on Sindria.,
sindria_terrorists.continued2.news..subject,Terrorist attacks on Sindria,
sindria_terrorists.continued2.news..summary,"Terrorist gunmen stormed a Diktat naval recruitment center today. All were killed in a firefight that raged for hours, leading to scores of civilian casualties. Diktat officials have condemned the cowardly act.",
sindria_terrorists.continued2.news..assessment,Decreased production on Sindria.,
sindria_terrorists.concluding1.news..subject,Terrorist attacks ending on Sindria,
sindria_terrorists.concluding1.news..summary,A terrorist safehouse was stormed by security forces but found abandoned. Diktat Intelligence officials claim that they have found evidence which will help track down the terrorists.,
sindria_terrorists.concluding1.news..assessment,Production on Sindria will soon return to normal levels.,
sindria_terrorists.concluding2.news..subject,Terrorist attacks ending on Sindria,
sindria_terrorists.concluding2.news..summary,A terrorist henchman was captured and interrogated by Diktat intelligence. Officials state that the hunt for the terrorist leaders is nearing an end.,
sindria_terrorists.concluding2.news..assessment,Production on Sindria will soon return to normal levels.,
sindria_terrorists.end1.news..subject,Terrorist attacks on Sindria stopped.,
sindria_terrorists.end1.news..summary,"Several terrorist safehouses were raided by Diktat security forces in a sudden early morning operation. Improperly stored munitions detonated, say officials, leaving no survivors.",
sindria_terrorists.end1.news..assessment,Production levels return to normal on Sindria.,
sindria_terrorists.end2.news..subject,Terrorist attacks on Sindria stopped.,
sindria_terrorists.end2.news..summary,Diktat security forces have captured terrorist leaders attempting to flee Sindria. Officials have stated that after they are intergated by Diktat Intelligence there will be a swift trial and public execution.,
sindria_terrorists.end2.news..assessment,Production levels return to normal on Sindria.,
