id_do_not_translate,original_text,translation
lkeVirensRaidFinishedA.text,"You oversee the raid from your bridge, your $shipOrFleet providing EW cover and sporadic fire support for the breaching drones and marine shuttles.

The raid hinges on mere minutes of chaos, comms throughout the hemisphere crackling with static and only tightbeam relays able to pierce the rain of EM scatter amid clouds of chaff and disruption. Casualty reports roll in, displays on your bridge bleeding to fill the space with a bloody glow.

In the confusion, more than one team reports success. This can be sorted out later. As quickly as they landed, your forces perform an orderly withdrawal, laying covering fire while hauling casualties and prisoners.",
lkeVirensRaidFinishedB.text,"Multiple prisoners have been taken and returned to your $shipOrFleet. None matches the admittedly crude biometric data you have on Jethro Bornanew.

Nile Virens himself, however, awaits you in a cell.",
lkeVirensRaidFinished2.text,"More than anything, Nile Virens looks tired. Not surprised; he seems to have been expecting you. But tired.

His fine suit, hand sewn from the looks of it, is ripped and dirty. A medic has applied some derm patches; you've already been briefed on his status. Minor lacerations, contusions; nothing serious.",
LKEvirensRaidGetTea.text,"A quiet minute passes while some tea is retrieved. Virens stares at you, and you at him.

The guard sets a pot, and two cups down. Virens lifts his hands - bound in a restraint cuff - to the table.",
LKEvirensRaidWhoTold.text,"Virens closes his eyes for a long moment, like this is making him even more tired.

""You. You did. You asked everyone on Mazalot where to find Jethro Bornanew.""

He opens his eyes again. ""When the captain of an independent $shipOrFleet comes to Mazalot and asks for someone, I hear of it. Especially after they've done the same thing on Chalcedon.""",
LKEvirensRaidJethro.text,"He smirks wearily.

""Yes,"" he says, ""I can see that all too well, Captain $playerName. You appear to believe that I have him stashed away somewhere.""",
LKEvirensRaidWalked.text,"He smirks, though his eyes remain fixed on yours with... yes, that looks like rage long-suppressed, held in a little ball; a spark to light fires for years and years.

""Captain $playerName. I can see that you are not unaccustomed to the use of force. I am not so young a man as I was and have found I have little patience for theater when it comes to matters of... business.""

""You want Jethro Bornanew. You believe that I have him working for me, or I've kidnapped him for some purpose.""",
lkeVirensRaidTeaA.text,"You pour tea in the two cups.

""Blessed peace upon us,"" Virens says, his voice thick with irony. ""I accept your hospitality, and the welcome of your home.""",
lkeVirensRaidTeaB.text,"He lifts his cuffed hands to awkwardly pour tea in the two cups, one after the other.

""Blessed peace upon us,"" Virens says, his voice thick with irony. ""I offer my hospitality, and the welcome of my home: Mazalot, world of dust.""",
lkeVirensRaidTeaC.text,"The guard moves to Virens, holds the cuffs, and gives a nod to the guard watching through the surveillance feed. A remote command unlocks the cuffs. The guard pulls the cuffs away. Virens wrists are deeply bruised.

He rubs them, eyes still fixed on you.",
lkeVirensRaidTeaDrinkCuffed.text,"He uses the cuffs to shove one tea cup toward you, and takes the other in his hands and lifts it, a splash escaping onto the table.",
lkeVirensRaidTeaDrinkUncuffed.text,"Virens picks up his tea cup. His grip is unsteady, and he splashes some tea onto his hand and the table.",
lkeVirensRaidTeaDrinkOut.text,He blows on the tea and takes a sip. ,
lkeVirensRaidTeaDrinkSip.text,"The tea is very hot, and not very good. Some concoction of genmod yeasts grown in a vat spinning around some Persean world or other.

Virens matches your action and shows no sign of noticing the quality of the tea.",
LKEvirensRaidToBusiness.text,"""No.""",
LKEvirensRaidNotPather.text,"""I see no need to perform for you, captain.""

He sighs, ""You want Jethro Bornanew, I want to return to my home. Let us speak of business.""",
LKEvirensRaidCotton.text,"This he didn't expect. He looks at you, searching, now.

""I know of him,"" he says. ""I would not say I know him. If you are looking for him, I will not be of much use. We... follow different Paths.""",
LKEvirensRaidCotton2a.text,"Virens shrugs awkwardly, the cuffs restraining his movement.

""As I said, Livewell Cotton is no associate of mine, nor am I a packet-carrier. I have ways of sending him messages, and I can do so if that is what you demand.""",
LKEvirensRaidCotton2b.text,"Virens shrugs.

""As I said, Livewell Cotton is no associate of mine. Nor am I a packet-carrier. I do have ways of sending him messages, and I can do so if that is what you demand.""",
LKEvirensRaidCotton3.text,"""It shall bring me great pleasure to do so,"" Virens says, the bilious undercurrent impossible to miss, ""upon my return to what is left of my home.""",
LKEvirensRaidJethro2.text,"""I believe I can answer your questions,"" Virens says, ""If you would allow me to explain the situation.""

He clears his throat, ending in an uncomfortable cough, then begins. ""Bornanew came to this world asking about the Luddic Path. He had asked similar questions on Chalcedon.""",
LKEvirensRaidJethro2a.text,"He raises an eyebrow. ""Yes. He met with Sedge. I did not know this when he came here, but it was soon confirmed by my people.""",
LKEvirensRaidJethro2b.text,"He raises an eyebrow. ""Yes. He met with Sedge. The man you shot in the back, in a teahouse catering to spacers.""

Virens doesn't seem to infuse his last words with any particular judgment.",
LKEvirensRaidJethro2c.text,"He raises an eyebrow. ""Yes. He met with Sedge. The man you... saw dead in the alley behind a teahouse catering to spacers.""

Virens doesn't seem to infuse his last words with any particular judgment.",
LKEvirensRaidJethro3a.text,"""I invited Bornanew for tea."" He pauses, ""You could learn much from the hospitality of the Luddic Faithful.""",
LKEvirensRaidJethro3b.text,"""I invited Bornanew for tea."" He pauses, ""My hospitality was not quite like yours. We do things differently among the Faithful.""",
LKEvirensRaidJethro3c.text,"""I invited Bornanew for tea."" He pauses, ""Much like you have invited me, though I must confess that my 'invitation' was gentler by far.""",
LKEvirensRaidJethro4.text,"""Anyway; we spoke. He told me why he came to Mazalot - the real reason - and who sent him."" He gives you a moment to take that in. ""I did not offer him employment in any respect. Nor, as it happens, did he want it.""",
LKEvirensRaidJethro5.text,"""We come now to the crux of our dealing, captain. I know where Bornanew went next. I am willing to tell you, provided you give me my freedom.""",
LKEvirensRaidJethroFreeA.text,"In response, Virens drops his cuffed hands on the table with a clunk. He looks to you expectantly.",
LKEvirensRaidJethroFreeB.text,"He nods slowly, watching your face.

He rubs his bruised wrists. ""I don't know the coordinates by heart. I shall need a datapad and a standard map of Mazalot.""",
LKEvirensRaidJethroLie.text,"You tell him he'll go free, and he is a fool to trust you.",
LKEvirensRaidJethroFree2b.text,"He takes the datapad and manipulates the digital map with skill born of familiarity.

After but a moment, he pushes the datapad back across the table to you. A marker has been set on a blur outside of a minor settlement in the southern hemisphere; some homestead. The Luddic settlers did not see fit to submit their names to the Mazalot Unification Authority's survey, so it is named only by a code assigned by a software interpreter.

""That is where he went after we spoke. My watchers in the transport hub have not seen him leave the municipality,"" he shrugs at this; there are other modes of transport, of course.

""You should speak with Bornanew.""",
LKEvirensRaidJethroEndThanks.text,He simply stares at you as if this isn't worth a response.,
LKEvirensRaidJethroNotSoBad.text,"He sighs impatiently. ""Your vision is narrow, I'm afraid. And I shall not be the man to correct it.""",
LKEvirensRaidJethroForAPather.text,"He crosses his arms. ""I am no use to my people dead.""",
LKEvirensRaidJethroLie2.text,"""Wait!"" Virens tries to stand, ""We had a deal.""",
LKEvirensRaidJethroLie2a.text,"He sees your weapon and relaxes. Like he understands what you're doing, and accepts it.

It's over in a moment.",
LKEvirensRaidJethroLie2c.text,It might be useful to have a Pather that understands both your power and your mercy.,
LKEvirensRaidJethroLie2b.text,"He looks confused for a moment, and then suppresses a smile.",
LKEvirensRaidJethroLie2b1b.text,"""I apologize, captain. I should not make light of your mercy."" 

He clears his throat, ""It is a strange Path that I have been given. That is all.""",
LKEvirensRaidJethroLie2b1.text,"""I apologize, captain. I should not make light of your mercy.""

He pauses, then ""But as your guest... the MUA cannot charge me, and cannot hold me. It would cause such chaos. They will release me.""

""But it doesn't end there.""",
LKEvirensRaidJethroLie2b2.text,"""I will thank them for their mercy; they will extend the hand of compromise. You'll be the great enemy, they the peacemakers.""

He looks apologetic, ""It won't happen for sure, but when Providence provides, those who truly love God leap to seize it. By the end of this, it is I who might be thanking you.""",
LKEvirensRaidJethroLieMUA.text,"Virens is escorted to a shuttle with orders that he handed over to the highest ranking officer of the MUA that can be found. He'll be their problem now.

You return to your command center.",
LKEvirensRaidJethroFreeEnd3.text,"Virens is escorted to a shuttle with orders that he be released on the landing pad of wherever they happen to end up. He can figure it out from there; you're certain of it.

You return to your command center.",
LKEvirensRaidFinished3.text,You leave the brig and return to your command center.,
LKEbornanewVisitScan2.text,"Your sensors officer and analysis team perform a thorough scan of the coordinates given to you by Nile Virens.

The location is a lightly populated, poorly developed rural zone on the far fringe of one of the more unremarkable Luddic-majority settlements. The land is nearly barren and bereft of valuable mineral deposits.

Orbital imaging shows a small, struggling farmstead close to the coordinates given. An individual human appears to be present, though it would require observation over a greater time period to fully establish an accurate count of inhabitants. There are also what appear to be a collection of burial sites near the farmstead.

""At least,"" your sensors officer reports, ""that's what it appears to be. Weapons, people; many things can be hidden. Especially with the interference caused by this magnetic field...""",
LKEbornanewVisitPlan.text,You order a shuttle prepared for descent to the coordinates provided to you by Nile Virens.,
LKEbornanewPrepMarines.text,"You order a half-dozen of your most experienced marines to don surface warfare stealth-op gear.

Their outer suits shimmer and rustle, and six sleek black marines in light armor transform before you into a dusty haze, like a fiery, killing wind of divine vengeance out of some ancient Luddic myth.

You have to but whisper the code-phrase and they will perform a rapid assault to secure your position from most forms of military equipment available on Mazalot.",
LKEbornanewShuttleDown.text,"The spectra of charged particles interacting with Mazalot's atmosphere flare and break like ocean waves.

Your shuttle's descent is smooth, your pilot interfacing with the lackadaisical local traffic control and receiving only token objection to landing near a Luddic-majority settlement.

""Near"" is a relative term, of course; you're well over the horizon from all but a half-dozen of the prefab hab units that have been dragged out here and modified by their inhabitants. Half of those appear to be abandoned, the surrounding fields rippled with dust.",
LKEbornanewShuttleDown2.text,"Your shuttle lands, kicking up a cloud that wafts outward in a diminishing wave over a desolation of erratic boulders and ashy-looking trees.",
LKEbornanewShuttleDown2b.text,"Your shuttle lands, and in a blur your marine squad fans out into the surrounding plain, a desolation of erratic boulders and ashy-looking trees.",
LKEbornanewShuttleDown3.text,"Before you is a modified prefab hab. A corroded, leaking irrigation system shudders unsteadily as it tends to an unhealthy-looking garden grid. The adjacent crop field is quite dead.

On the flight in, the shuttle sensors tagged a living human figure in the sheltered grove nearby.",
LKEbornanewShuttle4a.text,"You follow a path toward the grove. Protected from the parching winds by a low rise, it seems that the trees planted here collect almost enough moisture to survive.

A new run of ceramolith pipe follows the trail to the grove. Like someone wanted to water the trees.",
LKEbornanewShuttle4b.text,"You follow a path toward the grove. Sheltered from the dry winds by a low rise, it seems that the trees planted here collect almost enough moisture to survive. But not quite.

Your marines whisper tactical call-and-response in your ear. ""$PlayerSirOrMadam,"" the squad leader addresses you personally, ""Target ID confirmed; visual match with Bornanew. Appears unarmed.""",
LKEbornanewShuttle5.text,"The shade of the grove is speckled by light filtering through thin leaves.

You find a large man in a long, dusty hooded coat, almost a robe. His back is to you.

There are a handful of Luddic grave-markers here; brightly painted with natural pigments. These look well maintained. 

The man's head is bowed, his hands clasped in prayer.",
LKEjethroAngels.text,"""Oh, um."" He looks at you to see if you're really asking this, now. You are.

""There are... writings around Ludd. From the early disciplines, recorded later. They tend to be heavily, ah, corrected in accordance with the Church's rulings in accordance with Ludd's wishes. Or what is known of them. Others, unofficial copies, have been created by con-artists and heretics to prove their own schemes and cults. These, the Knights purge. Some are kept as examples. For teaching; heretic-finding.""

He shakes his head, ""Anyway. The song of angels.""",
LKEjethroAngels2.text,"""To put it crudely, in some accounts it is said that God spoke to the Prophet Ludd through... through singing only Ludd could hear.""",
LKEjethroAngelsTalkA1-1.text,"""To be so blessed must be a burden beyond all knowing,"" Bornanew says grimly.",
LKEjethroAngelsTalkA2-1.text,"""It could,"" Bornanew says, and looks to you. ""Where between madness and the divine stands a prophet?""

""-On uneasy ground,"" he finishes; quoting something with a hint of a smile.",
LKEjethroAngelsTalkA3-1.text,"""It is not the time for theology,"" Bornanew says agreeably.",
LKEjethroAngelsTalkB1.text,He raises an eyebrow at you.,
LKEjethroAngelsPOLa.text,"""I apologize,"" he says. ""After you came all this way, I have only the words of a novice to offer you. No great secrets or wisdom.""",
LKEjethroAngelsPOLb.text,"""I pray for your strength,"" he says.",
LKEjethroAngelsPOLc.text,"""Truly?"" Bornanew shakes his head, ""Now it is I who is tested by a fearful omen.""",
LKEjethroAngelsTalkTellZig.text,"""That sounds like a fearful omen,"" Bornanew says earnestly.",
LKEjethroAngelsTalkTellZigOrbit2.text,"Almost unconsciously he looks up to the sky, and says ""Ludd's grace preserve us.""",
LKEjethroAngelsTalkOmen.text,"He lets out a sigh.

""Reason as well as life are gifts of the Creator. We are tested by confrontation with divine mystery. We must decide if we follow the highest path, or merely the most convenient.""

He speaks more quietly, ""It is a test. When the time comes, will you walk the path of light?""",
LKEjethroAngelsTalkTellGates.text,"""The doctrine of the Church tells us the Gates are a product of technological sin. I'm sure you know this,"" Bornanew says, watching you carefully. ""Ludd's words, as far as we know them, do not put it quite so simply.""",
LKEjethroAngelsTalkTellGatesA2.text,"""Then I beg Providence save us,"" Bornanew almost whispers. ""I know not what door you have opened.""",
LKEjethroAngelsTalkTellGatesB-A.text,"""I admit, captain, that I cannot but look upon this gift with suspicion when the bones of the Domain lie moldering around us.""",
LKEjethroAngelsTalkTellGatesB-B.text,"""One must be careful around great and terrible works such as the Gates. Even your science suggests that observation may change both subject and observer.""",
LKEjethroAngelsTalkTellGatesB-C.text,"""Just as well, then. But I suspect few of the great factions share your intent.""",
LKEjethroAngelsTalkTellGatesB-D.text,"""Just as well, then,"" Bornanew says, as if you've both just agreed to not discuss something. ""I suspect the great factions will do little to avoid them.""",
LKEjethroAngelsTalkOut.text,"""Of course. It is not now the time for theology,"" Bornanew says, watching you carefully.",
LKEjethroAngelsTalkD1.text,"""He would not be the first to make that claim,"" Bornanew says. ""Nor the last, I am sure. God save us if Cotton were a prophet.""",
LKEjethroA.text,"He unclasps his hands and turns to you. ""Yes. I am Jethro Bornanew.""",
LKEjethroB.text,"He unclasps his hands and turns to you. ""No,"" he says. He glances back at the graves. ""This farm - what's left of it - they built it. So I was told.""",
LKEjethroBb.text,"""No,"" he says, looking at the graves. ""I never met them. Not when they were alive, I mean.""

""This farm - what's left of it - they built it. So I was told.""",
LKEjethroC.text,"He unclasps his hands and turns to you, a hint of concern on his face. ""I see. The Reverend Archcurate. Of course.""",
LKEjethroCc.text,"He unclasps his hands and turns to you. ""Of course.""",
LKEjethroCb.text,"He unclasps his hands and turns to you, a hint of concern on his face. ""I see. Jaspis, of course.""",
LKEjethroIntroA.text,"He looks over your uniform, then past you toward the ridgeline. ""You came a long way. Captain, I assume?""",
LKEjethroIntroB.text,"He looks over your uniform, then past you toward the ridgeline.

""You came a long way. And you brought warriors."" He turns back to the graves, ""I've counted two, so far.""",
LKEjethroFarm.text,"""It is."" He looks down at the graves. ""It was.""

""I've discovered that I'm a poor farmer, captain. It seems like everything withers at my touch.""",
LKEjethroJeff.text,"He gives you a strange look. ""If you really want to, I suppose.""",
LKEjethroJeffA.text,"""Less Luddic, you mean,"" he says with a smirk. ""I understand.""",
LKEjethroJeffB.text,"""Less Luddic,"" he says with a smirk. ""I understand.""",
LKEjethroJeffC.text,"""Ah,"" he smiles awkwardly. 

""I apologize. This is all... not a shock, exactly. A rather big turn on the path that I have found to be my life, I suppose. It is a lot to reflect upon, now that it is happening.""",
LKEjethroWhat.text,"""I failed,"" he says.

After a moment, he speaks again, ""And I confess, I wanted to fail. After meeting the recruiter on Chalcedon..."" Bornanew shakes his head.",
LKEjethroWhatToldShot.text,"""I failed,"" he says.

After a moment, he speaks again, ""And I confess, I wanted to fail. After meeting the recruiter on Chalcedon..."" Bornanew shakes his head.",
LKEjethroWhat2a.text,"""Yes,"" he looks surprised, ""That was his name. I did not like the man. I did not like the things I would have to do to make him like me.""

Bornanew looks away, ""He seemed to be someone I might have been if I had lived a different life. Walked a different path.""",
LKEjethroWhat2b.text,"""You- what?"" He looks you in the eyes, to confirm that you are telling the truth. He quickly discovers that you are.

""I have no words,"" he says, shaking his head.",
LKEjethroWhatSedgeKilledA.text,"""I might not be when I get back,"" he admits.

""But you're right. It is probable that a Knight will be called upon to kill to defend the Faith. It is what I agreed to, what I swore I would learn.""",
LKEjethroWhatSedgeKilledB.text,"""I feel that I must,"" he says. ""In one sense, his death is due to my choices, though I had no way of knowing it.""

""It is true also that he was, by all accounts - and indeed in my judgment - an evil man. His faith twisted in upon itself. It shielded him from remorse for his... actions.""",
LKEjethroWhatSedgeKilledC.text,"""I cannot do that,"" he says.

""I do concede that he was, by all accounts and indeed my judgment, an evil man. His faith, it was twisted in upon itself. It shielded him from remorse for his... actions.""",
LKEjethroWhatSedgeKilledCb.text,"""I cannot do that,"" he says.",
LKEjethroWhatSedgeKilled2A.text,"He nods hesitantly, and says ""Then I will speak no further on this matter.""",
LKEjethroWhatSedgeKilled2B.text,"He gives you a skeptical look, ""That worries me all the more.""",
LKEjethroWhatSedgeKilled3B.text,"""Your words are a cold comfort, captain.""",
LKEjethroWhy.text,"""The Reverend Archcurate,"" he says automatically.

""Sorry,"" he adds quickly. ""Habit. They really drill it into you in the Church. Archcurate Jaspis... told me I could call her Sophronia, as if I was family.""

""She wants to change the path of the Faith, I believe. She believes I can help her do it.""",
LKEjethroWhyOptAResp.text,"""So was Ludd,"" he says, and laughs. 

""Ah,"" he catches himself, and wipes his eyes. ""Forgive me my blasphemy. I do not believe I am Ludd; I do not hear God's word in the songs of angels.""",
LKEjethroWhyOptBResp.text,"He sighs deeply. ""Was it necessary?""",
LKEjethroWhyOptBRespNotImp.text,"""Gilead,"" he says, staring at the graves.",
LKEjethroWhyOptBRespYes.text,"He looks at you uneasily, but says nothing.",
LKEjethroWhyOptBRespNo.text,"""I see,"" he looks at you uneasily.",
LKEjethroWhyOptDResp.text,"He shrugs. ""The Reverend Archcurate does. And that was enough to bring you here, for me.""

He glances over at you, ""I don't care to speculate about how many credits she's wasting on me.""",
LKEjethroWhyOptEResp.text,"""Yes,"" he says and glances at you. Expecting some news of Jaspis' health, maybe. He turns away again.

""Time comes for us all. I expect she sees that. She wants to leave behind a world... that's better, I think.""",
LKEjethroWhyOptERespA.text,"He grunts acknowledgement, looking down at the brightly painted graves.",
LKEjethroWhyOptERespB.text,He doesn't respond. Just looks down at the brightly painted graves.,
LKEjethroDeadHopeless.text,"He quickly turns to stare at you with a strange intensity. ""I-,"" he begins, and his words catch in his throat. He breathes heavily for a moment, almost unsteady on his feet.

""No,"" he says. ""I'm coming with you to Gilead. It's what I have to do.""",
LKEjethroDeadHopelessA.text,"""No,"" he says, then ""Yes, I mean. I'm fine. Just, the answer is no. I'm coming with you to Gilead. It's what I have to do.""",
LKEjethroDeadHopelessB.text,"""No,"" he says. ""The answer is no. I'm coming with you to Gilead. It's what I have to do.""",
LKEjethroDead.text,"He quickly turns to stare at you with a strange intensity. ""I-,"" he begins, and his words catch in his throat. He breathes heavily for a moment, almost unsteady on his feet.",
LKEjethroDead1a.text,"After a moment, he lets a breath out, and then almost - but not quite - casually wipes a sleeve across his face. His eyes are red, you see.

""Yes. Yes, I am well. Is your offer serious? You would do this thing for me?""",
LKEjethroDead1b.text,"He lets a breath out, and then almost casually wipes a sleeve across his face. His eyes are red, you see.

""Forgive me,"" he clears his throat. ""Is your offer serious? You would do this thing for me?""",
LKEjethroDead1c.text,"After a moment, he lets a breath out, and then almost - but not quite - casually wipes a sleeve across his face. His eyes are red, you see.

""Yes. Yes, I am well. Is your offer serious? You would do this thing for me?""",
LKEjethroDead3a.text,"""No,"" he says with a sudden ferocity.

He catches himself, then begins again, more calmly, 
""And no, forget about all of that. I'm coming with you to Gilead. I have to.""",
LKEjethroDead3b.text,"""Of course,"" he says quietly. ""I have a duty; I made a promise.""",
LKEjethroDeadOut1.text,"He looks, struck silent, at the light coming through the trees.

""Let someone else walk my path.""

He turns to you. ""I accept. Tell Jaspis... tell her... I should write something, maybe...""",
LKEjethroDeadOut2a.text,"He sighs, covering his face with his hands. ""I can't do this. I'm sorry.""

""I have a duty. I made a promise. It's what I have to do.""",
LKEjethroDeadOut2b.text,"""But..."" he falls silent.

In a long minute, he appears to accept your words.",
LKEjethroDeadOut3.text,"""This is it then,"" he turns and looks at you once more.",
LKEjethroDeadOut3c.text,"You walk from the graves, from the dry grove, and return to your shuttle, and it returns you to your $shipOrFleet.

Jethro Bornanew - the man who was once called Jethro Bornanew - is a free man now. Free of his oath, free of schemes; free to live his next life, whatever it may be.",
LKEjethroDeadOut3cMarines.text,"You walk from the graves, from the dry grove. Your marine squad falls in like spirits of the desert summoned to material form.

Jethro Bornanew - the man who was once called Jethro Bornanew - is a free man now. Free of his oath, free of schemes; free to live his next life, whatever it may be.",
LKEjethroDeadOut4.text,"Finding a body to substitute for Bornanew is not difficult. One that appears to have died a violent death, but at least a quick death?

Shot in the back by a Pather seems likely, but too dramatic. An accident, then; even easier. A thruster malfunction at the docks. Over in a split second, and no one really to blame except slipshod safety/control measures. One of those unhappy little events that Providence provides to bring an unexpected end to the path of life... and which burns away obvious identifying features.

The Reverend Archcurate will accept a closed-casket burial, you think.",
LKEjethroLetsGoThen.text,"You and Bornanew walk from the graves, from the dry grove.

""There's nothing here I need,"" Bornanew says as you pause before the dying farmstead. ""I am prepared to leave.""

The shuttle returns you to your $shipOrFleet.",
LKEjethroLetsGoThenMarines.text,"You walk with Bornanew from the graves, from the grove. The marine squad falls in like spirits of the desert summoned to material form.

""There's nothing here I need,"" Bornanew says as you pause before the dying farmstead. ""I am prepared to leave.""

The shuttle returns to your $shipOrFleet.",
LKEreturnToGileadDeadJaspis2.text,"""And."" Her tone is flinty; she is not unperceptive.",
LKEreturnToGileadDeadJaspis3.text,"""I understand,"" she says. A wall of ice, betrayed only by a glint in her eyes.

""Have him sent down. I shall compel the Knights to make the correct arrangements.""

She pauses, taking a deep breath.",
LKEreturnToGileadDeadJaspis4.text,"""Captain. You have provided me... closure. You shall receive your compensation. May Providence guide us, may God forgive us.""

She closes the link somewhat abruptly, sending you to a CGR standby mode which is quickly picked up by an aide who arranges the credits transfer, and a flight path for the shuttle to deliver the body.",
LKEreturnToGileadDeadJaspis5.text,"After a long, long moment she speaks.

""I understand,"" she says, a wall of ice.

""Was the notion his, or yours?""",
LKEreturnToGileadDeadJaspis5a.text,"She nods, slowly, with the weight of her years.",
LKEreturnToGileadDeadJaspis5b.text,"She nods, slowly, with the weight of her years.",
LKEreturnToGileadDeadJaspis5c.text,"""Perhaps it does not,"" she says in bitter agreement.",
LKEreturnToGileadDeadJaspis6.text,"""You have failed to fulfill the terms of our agreement.""",
LKEreturnToGileadDeadJaspis6a.text,"""It is not,"" she says sharply. ""But it is all I have, so upon it I shall subsist.""

A long pause, and then, ""You shall receive your credits.""",
LKEreturnToGileadDeadJaspis6a2.text,"She closes the link abruptly, sending you to a CGR standby mode. An instant later, a secretary activates the comms to arrange for the credits transfer in a terse transaction.",
LKEreturnToGileadDeadJaspis6b.text,"""What a joyous world is yours,"" Jaspis says, ""where all may be free as they like with little concern of the evil permitted reign by their dereliction of God-given necessity.""

A pause, then, ""You shall receive your credits.""",
LKEreturnToGileadDeadJaspis6b2.text,"She closes the link abruptly, sending you to a CGR standby mode. An instant later, a secretary activates the comms to arrange for the credits transfer in a terse transaction.",
LKEreturnToGileadDeadJaspis6c.text,"""No. Leave him. Free will was given to us by God that we would use it, and err.""

A pause, then, ""You shall receive the credits.""",
LKEreturnToGileadDeadJaspis6c2.text,"She closes the link abruptly, sending you to a CGR standby mode. An instant later, a secretary activates the comms to arrange for the credits transfer in a terse transaction.",
LKEreturnToGileadDeadJaspis6d.text,"She gives you a surprisingly fierce look through old, blind eyes.

""No. Leave the matter closed. We shall not speak again.""

She closes the link.",
LKEreturnToGileadJaspis2.text,"""Heavens rejoice!"" A ray of unselfconscious joy breaks through the Archcurate's well-tended walls.

""You must bring him here, I must see him,"" she pauses, then laughs at herself. ""You know what I mean. Come now, I shall have the Knights forgo their accustomed rigidity.""",
LKEreturnToGileadJaspis3.text,"She cuts her end of the comm-link with unusual speed, leaving you with a static holding image provided by the Church: a human silhouette descending to Gilead on a beam of light.

An implausible image at best.",
LKEendingStart.text,"Your shuttle is given an unusually expedient flight path to the complex housing Jaspis' office.

Bornanew watches the green world of Gilead grow below you.",
LKEendingStartA.text,"He smiles, acknowledging the absurdity of your statement.

""Mazalot wasn't all bad. There was a sort of freedom there that can't be found on Gilead, though much danger as well.""

He turns back to the view, ""I did miss the green."" ",
LKEendingStartB.text,"He smiles politely. ""Apprehensive, I confess. I believe I shall be punished by the Knights, though the Reverend Archurate may try to shield me. I shall ask her not to. An oath is an oath.""

""I suspect there will be much silent contemplation and scrubbing of floors."" He looks thoughtful, ""They do like that sort of thing. I don't mind it."" He turns back to the face of Gilead.",
LKEendingJaspisStart.text,"You are met on the landing pad by a solemn Luddic Knight and attending Knight Initiate. The Knight's frown deepens noticeably as they take in Bornanew. 

Knight Ailanthus leads you to Archcurate Jaspis' office in otherwise judgmental silence. Bornanew takes this treatment in stride, enjoying the gardens and fresh air.",
LKEendingJaspis1.text,"As you enter Jaspis' office, Knight Ailanthus inhales to announce you - and the Archcurate interrupts. 

""Jethro, here you are!"" she says, ""Providence provides!"" Knight Ailanthus lets out a cough, and Jaspis responds by waving them away.

""As well, I must attest, by way of the efforts of the good captain whose footsteps I hear also,"" she says, smiling, ""For lest we forget, the Path of the righteous will not walk upon itself, is that not so?""",
LKEendingJaspis2.text,"Bornanew takes Jaspis' small, frail hand in his own. ""Yes, of course. Please, Mother Sophronia, you must not get too excited. It is just me, and I have caused you much distress.""

""Yes and truly, "" she says, shaking Bornanew off. ""And for it you've already decided to undergo some senseless display of penance, I doubt not. An unseemly habit learnt from the Knights.""

""Captain,"" she turns toward you. ""You must grow tired of this, so I shall be succinct: you have my deepest gratitude. My secretary shall see that you receive your payment.""

She aims herself at the doorway, ""Degory, attend!""",
LKEendingWrapup1a.text,"As you leave with Degory, you hear Jaspis address Bornanew.

""The balance of power is changed; both I and the Faith's future have need of you. But...""

""Why 'Jeff'?"" she asks.

You don't hear his reply.",
LKEendingWrapup1b.text,"Bornanew puts his hands together and nods his head.

Blind to his response, Jaspis begins to address him, ""The balance of power is changed; both I and the Faith's future have need of you...""",
LKEendingWrapup2.text,"The soft-spoken secretary, Degory, produces an incongruous datapad from her robes and conducts the transfer of the Archcurate's payment to your accounts. She then passes you off to the grim-faced Knight Ailanthus to escort you to your waiting shuttle. 

Your return to orbit is uneventful.",
lkeJaspisGreeting.text,"You speak first with some kind of secretary who politely persuades you to wait patiently.

After a short time, the image of the Archcurate Jaspis appears. She makes little effort to look toward comms feed as she putters around her office.

""It is good to hear from you, captain,"" she says. ""Have you found Novice Bornanew?""",
lkeJaspisGreetingNotYet.text,"""Then I shall pray that Providence sees fit to give you a path both short and safe.""",
aem_runSensorPackageOptionHostile.text,"Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.

However, a hostile fleet is tracking your movements, leaving you no time to stop and run the sensor package.",
aem_runSensorPackageOption.text,Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.,
aem_runSensorPackageOptionSel.text,"You tap a button to execute the black-box sensor package and wait for it to finish. On completion, it provides an escrow key that authorizes the agreed-upon payment to be transferred to your account.

Presumably, it will transmit the scan results on a secure channel when you're near a comm relay, and then delete itself from your systems.",
spm_planetApproach.text,It's the planet you've been contracted to run a full survey on.,
CMSNTextRejectHostile_default.text,"""Is this some kind of joke? If you are who you say you are, you're on several $faction wanted lists.""",
CMSNTextHasOther_default.text,"""You're already commissioned by $theOtherCommissionFaction. You'll have to resign that commission before you can be commissioned by $theFaction.""",
CMSNTextUnsuited_default.text,"""I'm sorry, but you don't meet our criteria for receiving a commission.""",
CMSNTextSuitedPart1_default.text,"""Hmm, yes, you're a suitable candidate.

Accepting a commission is a serious matter. You will be required to fight enemies of $theFaction, wherever they may be found.

You'll be able to resign your commission at any time, though I don't imagine doing so would win you any friends.""",
CMSNTextSuitedPart2_default.text,"""So, how about it? Still want to sign on?""",
CMSNTextWelcomePart1_default.text,"""Excellent! Welcome to the service.""",
